sub,intervention,valence,arousal,willingness,change,stay_home,mean_behavior
925,threat,-223,27,100,0,96,96
925,prosocial,131,2,100,0,96,96
926,threat,2,1,100,0,100,100
926,prosocial,134,1,100,0,100,100
927,threat,-248,249,86,78,85,97
927,prosocial,241,178,100,97,85,97
928,threat,-205,137,100,0,10,78.6
928,prosocial,211,89,100,91,10,78.6
929,threat,-114,8,10,65,5,59
929,prosocial,84,-1,24,23,5,59
930,threat,-210,220,33,74,90,74.4
930,prosocial,164,177,71,62,90,74.4
931,threat,-219,219,58,76,79,67.4
931,prosocial,217,217,64,75,79,67.4
932,threat,-123,-211,93,1,35,56.4
932,prosocial,179,185,100,0,35,56.4
933,threat,-230,234,90,0,70,44
933,prosocial,234,-116,80,0,70,44
934,threat,-221,224,100,0,91,96.2
934,prosocial,184,126,100,0,91,96.2
935,threat,-197,241,100,0,100,98
935,prosocial,90,-153,100,0,100,98
936,threat,-51,92,100,100,89,97.8
936,prosocial,195,111,100,100,89,97.8
937,threat,2,-1,99,97,95,95
937,prosocial,5,0,100,1,95,95
938,threat,14,185,75,90,70,94
938,prosocial,226,229,84,93,70,94
939,threat,-236,237,99,0,90,91.6
939,prosocial,230,231,99,1,90,91.6
940,threat,-18,110,100,10,100,100
940,prosocial,144,30,100,20,100,100
941,threat,-195,0,100,0,91,60.2
941,prosocial,239,-1,100,0,91,60.2
942,threat,-216,217,100,0,91,98.2
942,prosocial,211,64,100,0,91,98.2
943,threat,-65,100,100,0,12,59
943,prosocial,111,67,90,0,12,59
944,threat,-211,50,18,2,69,84.2
944,prosocial,-20,35,31,4,69,84.2
945,threat,124,0,100,0,83,84
945,prosocial,235,-1,100,0,83,84
946,threat,-78,132,100,1,96,92.8
946,prosocial,139,-22,100,0,96,92.8
947,threat,-247,246,90,0,91,88.4
947,prosocial,3,1,98,0,91,88.4
948,threat,-225,212,100,0,92,98.4
948,prosocial,154,-73,100,0,92,98.4
949,threat,-134,148,71,70,69,73.6
949,prosocial,-69,-55,53,62,69,73.6
950,threat,19,86,100,100,100,98.2
950,prosocial,145,234,100,31,100,98.2
951,threat,-64,29,80,5,72,80.4
951,prosocial,159,83,70,3,72,80.4
952,threat,-94,102,95,100,97,99.4
952,prosocial,199,65,99,100,97,99.4
953,threat,-145,121,91,2,93,76
953,prosocial,136,116,91,1,93,76
954,threat,176,180,100,98,100,100
954,prosocial,224,203,100,0,100,100
955,threat,-225,144,100,98,83,95.2
955,prosocial,-147,115,100,100,83,95.2
956,threat,-110,123,90,0,70,86
956,prosocial,74,112,80,0,70,86
957,threat,0,235,100,0,81,95.4
957,prosocial,124,8,100,0,81,95.4
958,threat,212,50,100,1,57,87.6
958,prosocial,226,234,100,0,57,87.6
959,threat,-237,239,99,1,92,96.8
959,prosocial,198,190,98,2,92,96.8
960,threat,-116,76,100,0,90,95
960,prosocial,122,6,99,0,90,95
961,threat,-191,181,90,90,90,93.2
961,prosocial,109,172,90,90,90,93.2
962,threat,7,88,100,0,98,75
962,prosocial,6,159,100,0,98,75
963,threat,-132,-192,100,1,100,78
963,prosocial,-6,63,100,4,100,78
964,threat,-221,-1,100,100,100,100
964,prosocial,216,0,100,100,100,100
965,threat,-173,207,100,0,100,100
965,prosocial,202,55,100,2,100,100
966,threat,-232,233,98,94,92,87
966,prosocial,137,-38,98,95,92,87
967,threat,-245,243,100,0,100,100
967,prosocial,204,15,100,0,100,100
968,threat,-132,181,100,0,100,84.6
968,prosocial,199,104,100,0,100,84.6
969,threat,0,-5,100,0,90,98
969,prosocial,8,0,100,0,90,98
970,threat,-238,137,85,40,90,77.6
970,prosocial,204,46,83,32,90,77.6
971,threat,-129,244,90,47,74,72.8
971,prosocial,76,52,100,30,74,72.8
972,threat,-245,232,100,9,94,91
972,prosocial,241,242,100,51,94,91
973,threat,-221,229,100,0,80,89
973,prosocial,227,239,100,59,80,89
974,threat,-154,117,100,10,80,89.4
974,prosocial,127,162,100,60,80,89.4
975,threat,-227,218,100,0,100,86
975,prosocial,243,-1,100,0,100,86
976,threat,-186,63,90,51,97,90.2
976,prosocial,62,47,94,50,97,90.2
977,threat,-52,17,100,0,100,75.6
977,prosocial,66,27,100,0,100,75.6
978,threat,-4,171,80,31,80,79
978,prosocial,87,165,80,53,80,79
979,threat,-117,42,81,18,94,87.4
979,prosocial,85,20,87,72,94,87.4
980,threat,57,-232,100,0,100,100
980,prosocial,246,-240,100,0,100,100
981,threat,-199,221,86,87,88,69.4
981,prosocial,92,78,89,86,88,69.4
982,threat,-137,234,97,0,95,96
982,prosocial,153,71,100,0,95,96
983,threat,-147,154,100,20,90,90
983,prosocial,71,125,100,20,90,90
984,threat,-190,170,100,0,100,96
984,prosocial,225,66,100,0,100,96
985,threat,-240,211,100,100,92,97
985,prosocial,231,120,100,100,92,97
986,threat,-218,-3,100,96,98,95.4
986,prosocial,115,6,100,83,98,95.4
987,threat,-242,-6,70,0,30,60
987,prosocial,244,1,70,20,30,60
988,threat,2,1,100,0,35,67
988,prosocial,28,0,100,0,35,67
989,threat,-244,243,100,0,95,96.6
989,prosocial,242,243,100,0,95,96.6
990,threat,-166,-216,86,0,0,24.8
990,prosocial,59,-92,91,0,0,24.8
991,threat,-198,164,89,96,91,85.6
991,prosocial,172,42,80,87,91,85.6
992,threat,0,213,100,0,90,98
992,prosocial,241,1,100,100,90,98
993,threat,-238,170,100,0,100,100
993,prosocial,216,57,100,0,100,100
994,threat,-191,198,100,0,95,93
994,prosocial,95,1,100,0,95,93
995,threat,-216,195,100,0,100,96
995,prosocial,193,101,100,0,100,96
996,threat,-198,-211,100,16,100,58.2
996,prosocial,138,117,100,0,100,58.2
997,threat,-237,-237,100,0,100,100
997,prosocial,238,-2,100,0,100,100
998,threat,-181,-209,95,99,95,85
998,prosocial,210,-214,97,68,95,85
999,threat,-130,-77,100,0,100,100
999,prosocial,-60,17,100,0,100,100
1000,threat,-233,-223,100,0,100,100
1000,prosocial,24,40,100,0,100,100
